order_id,origin_id,origin_lat,origin_lng,dest_id,dest_lat,dest_lng,trip_distance,start_time,origin_grid_id,dest_grid_id,itinerary_node_list,itinerary_segment_dis_list,trip_time,designed_reward,cancel_prob,selected_mode,mode_prob_SAV,mode_prob_Taxi,mode_prob_Metro,mode_prob_Bus,trip_cost,trip_travel_time,trip_waiting_time,user_gender,user_age,user_income,user_education,user_household_size,user_car_ownership,user_pt_accessibility,user_shared_mobility_freq,user_av_experience,user_sm_experience,user_sm_willingness,user_major,user_region,Gender_encoded,Age_encoded,Income_encoded,Education_encoded,Household_Size_encoded,Car_Ownership_encoded,PT_Accessibility_encoded,Shared_Mobility_Frequency_encoded,AV_Experience_encoded,SM_Experience_encoded,SM_Willingness_encoded,Major_encoded,Region_encoded,source_scenario
658,203756,22.3779116,114.1816552,206731,22.4784356,114.0999996,9.037951034110007,33661,55,47,"[203756, 206731]",[9.04],602.5300689406671,72.54,0.05,SAV,0.4563,0.0977,0.3708,0.0752,20,7,3,Male,18-24,$14300??19800,Bachelor's degree,2,Yes,High,Often,Yes,No,Yes,Engineering/Architecture,Islands,1,21,17050,3,2,1,3,3,1,0,1,1,5,Scenario_4.3
659,201336,22.3789099,114.2046348,206352,22.4182621,113.982276,22.75411450980287,31059,55,26,"[201336, 206352]",[22.75],1516.9409673201915,173.35,0.05,SAV,0.5719,0.1311,0.2438,0.0532,50,35,3,Female,25-34,$31100??48500,Bachelor's degree,1,No,High,Sometimes,Yes,No,Yes,Other,Other,0,29,39800,3,1,0,3,2,1,0,1,6,10,Scenario_4.2
660,203290,22.3357347,114.2143107,211604,22.4406339,114.0084978,39.577432991214835,30962,54,26,"[203290, 211604]",[39.58],2638.4955327476555,277.65,0.05,SAV,0.5977,0.0928,0.2553,0.0541,50,35,3,Female,25-34,$19800??31100,Some college/Associate,1,No,Low,Often,Yes,Yes,No,Social Sciences,Tuen Mun,0,29,25450,2,1,0,1,3,1,1,0,3,8,Scenario_4.2
661,205629,22.3037122,114.2955368,211471,22.3347456,114.2252663,8.009779978031919,30487,74,64,"[205629, 211471]",[8.01],533.9853318687946,63.55,0.05,SAV,0.4255,0.2039,0.2198,0.1508,50,35,3,Female,45-54,$19800??31100,Bachelor's degree,1,Yes,Low,Rarely,Yes,Yes,Yes,Science/Technology,Sha Tin,0,49,25450,3,1,1,1,1,1,1,1,4,7,Scenario_4.2
662,202448,22.4044096,113.9671514,203597,22.313141,114.224579,28.35127082722057,32197,26,64,"[202448, 203597]",[28.35],1890.0847218147048,211.65,0.05,SAV,0.4449,0.1664,0.2667,0.122,20,7,3,Female,45-54,$10400??14300,Some college/Associate,1,Yes,High,Never,Yes,Yes,Yes,Business/Finance,Hong Kong Island,0,49,12350,2,1,1,3,0,1,1,1,2,1,Scenario_4.3
663,199686,22.3465431,114.1105719,207673,22.4503269,114.0317281,14.102408104108294,26256,44,37,"[199686, 207673]",[14.10],940.1605402738862,102.72,0.05,SAV,0.1939,0.3047,0.2558,0.2456,20,7,3,Female,55-64,$31100??48500,Bachelor's degree,3,Yes,Low,Rarely,No,No,Yes,Social Sciences,Sha Tin,0,59,39800,3,3,1,1,1,0,0,1,3,7,Scenario_4.3
664,208165,22.3299504,114.1749214,207615,22.3130195,114.1680362,2.0114391511355785,35278,54,54,"[208165, 207615]",[2.01],134.09594340903857,17.17,0.05,SAV,0.4234,0.0782,0.3997,0.0986,240,40,10,Male,18-24,$31100??48500,Bachelor's degree,1,No,Medium,Sometimes,No,No,Yes,Business/Finance,Sha Tin,1,21,39800,3,1,0,2,2,0,0,1,2,7,Scenario_4.1
665,208694,22.3122762,114.2660708,210607,22.3202961,114.1603775,7.518607450632159,21947,64,54,"[208694, 210607]",[7.52],501.2404967088106,55.72,0.05,SAV,0.2774,0.2395,0.2414,0.2417,20,7,3,Female,35-44,$31100??48500,Graduate degree,4,Yes,Medium,Sometimes,No,No,Yes,Science/Technology,Tuen Mun,0,39,39800,4,4,1,2,2,0,0,1,4,8,Scenario_4.3
666,205797,22.4199499,113.9261348,213953,22.2846928,113.9427824,15.137033091674635,26622,16,23,"[205797, 213953]",[15.14],1009.1355394449757,110.87,0.05,SAV,0.3289,0.2072,0.2475,0.2165,50,35,3,Male,35-44,$31100??48500,High school or below,2,Yes,High,Rarely,No,Yes,Yes,Arts/Humanities,Kowloon,1,39,39800,1,2,1,3,1,0,1,1,5,2,Scenario_4.2
667,200975,22.2913735,113.9432442,206444,22.4136317,114.0691322,15.942643630412867,32331,23,36,"[200975, 206444]",[15.94],1062.8429086941912,95.95,0.05,SAV,0.5707,0.0674,0.2885,0.0735,40,16,5,Male,18-24,Less than $10400,Bachelor's degree,1,Yes,Medium,Often,Yes,Yes,Yes,Engineering/Architecture,Hong Kong Island,1,21,5200,3,1,1,2,3,1,1,1,1,1,Scenario_4.4
668,207623,22.3209996,114.1697806,211899,22.5259527,114.1145344,23.77675036536692,26269,54,48,"[207623, 211899]",[23.78],1585.1166910244613,180.4,0.05,SAV,0.443,0.1682,0.2002,0.1885,50,35,3,Female,18-24,$31100??48500,Some college/Associate,4,No,High,Never,Yes,Yes,Yes,Business/Finance,Hong Kong Island,0,21,39800,2,4,0,3,0,1,1,1,2,1,Scenario_4.2
669,201964,22.3362883,114.0350286,209487,22.2822019,114.2309243,25.851119094044286,22464,34,63,"[201964, 209487]",[25.85],1723.4079396029524,195.65,0.05,SAV,0.4103,0.1216,0.2185,0.2496,50,35,3,Female,25-34,$14300??19800,High school or below,3,Yes,Medium,Sometimes,Yes,Yes,Yes,Business/Finance,Kowloon,0,29,17050,1,3,1,2,2,1,1,1,2,2,Scenario_4.2
670,208664,22.3944977,114.198118,209426,22.2884226,114.1928466,11.807466319422018,27131,55,53,"[208664, 209426]",[11.81],787.1644212948012,86.65,0.05,SAV,0.45,0.0742,0.3382,0.1376,240,40,10,Female,18-24,$14300??19800,Bachelor's degree,1,Yes,Medium,Rarely,No,No,No,Business/Finance,New Territories East,0,21,17050,3,1,1,2,1,0,0,0,2,3,Scenario_4.1
671,208358,22.3298119,114.1792936,207282,22.4438925,114.0171128,33.276959648713444,25667,54,36,"[208358, 207282]",[33.28],2218.463976580896,192.49,0.05,SAV,0.1788,0.1274,0.4043,0.2896,50,35,3,Female,35-44,Less than $10400,Graduate degree,4,No,Medium,Sometimes,Yes,No,Yes,Other,Hong Kong Island,0,39,5200,4,4,0,2,2,1,0,1,6,1,Scenario_4.2
672,210355,22.5033016,114.0790665,208529,22.2879586,114.1423355,24.81279189588127,29787,38,43,"[210355, 208529]",[24.81],1654.1861263920846,179.06,0.05,SAV,0.2663,0.1786,0.438,0.1171,40,16,5,Female,65 and above,$14300??19800,Some college/Associate,1,No,High,Never,No,No,Yes,Social Sciences,Sha Tin,0,68,17050,2,1,0,3,0,0,0,1,3,7,Scenario_4.4
673,211313,22.4083729,114.2042708,216217,22.4210528,114.0630831,14.581565986304033,23696,56,36,"[211313, 216217]",[14.58],972.1043990869355,111.37,0.05,SAV,0.2988,0.2181,0.27,0.2131,240,40,10,Female,35-44,$31100??48500,Bachelor's degree,3,No,Low,Rarely,Yes,Yes,No,Science/Technology,New Territories East,0,39,39800,3,3,0,1,1,1,1,0,4,3,Scenario_4.1
674,203362,22.425805,114.027505,208378,22.4664038,114.0464694,4.917130561624294,31067,36,37,"[203362, 208378]",[4.92],327.8087041082863,38.43,0.05,SAV,0.7336,0.0925,0.1316,0.0424,50,35,3,Female,25-34,$31100??48500,Some college/Associate,1,Yes,High,Often,Yes,Yes,Yes,Social Sciences,New Territories East,0,29,39800,2,1,1,3,3,1,1,1,3,3,Scenario_4.2
675,211497,22.3264481,114.1621988,212718,22.4657084,114.180475,23.061928587008666,34403,54,57,"[211497, 212718]",[23.06],1537.4619058005776,171.79,0.05,SAV,0.4992,0.1545,0.2249,0.1215,50,35,3,Female,25-34,$19800??31100,Bachelor's degree,3,Yes,Medium,Often,Yes,Yes,No,Science/Technology,Kowloon,0,29,25450,3,3,1,2,3,1,1,0,4,2,Scenario_4.2
676,206183,22.2563173,114.1375671,214977,22.2785046,114.1928341,9.682897769116511,31340,43,53,"[206183, 214977]",[9.68],645.5265179411007,59.53,0.05,SAV,0.464,0.1042,0.3109,0.121,40,16,5,Female,18-24,Less than $10400,Bachelor's degree,3,No,High,Sometimes,Yes,Yes,No,Arts/Humanities,Hong Kong Island,0,21,5200,3,3,0,3,2,1,1,0,5,1,Scenario_4.4
677,208905,22.2810129,114.221678,212829,22.2924977,114.0161351,13.546773875985902,35177,63,33,"[208905, 212829]",[13.55],903.1182583990601,104.73,0.05,SAV,0.1371,0.3655,0.1797,0.3177,40,16,5,Female,55-64,$31100??48500,Some college/Associate,5+,No,Medium,Never,Yes,Yes,Yes,Science/Technology,Hong Kong Island,0,59,39800,2,5,0,2,0,1,1,1,4,1,Scenario_4.4
678,210215,22.3144632,114.186841,215508,22.3654103,114.1208629,8.839677162784344,24167,54,45,"[210215, 215508]",[8.84],589.3118108522897,67.25,0.05,SAV,0.2624,0.105,0.4953,0.1374,50,35,3,Male,25-34,$10400??14300,Bachelor's degree,1,No,Low,Sometimes,Yes,No,Yes,Other,Hong Kong Island,1,29,12350,3,1,0,1,2,1,0,1,6,1,Scenario_4.2
679,213047,22.28323,114.14881,217063,22.4462812,113.9901177,33.50835198957732,32402,43,26,"[213047, 217063]",[33.51],2233.890132638488,241.97,0.05,SAV,0.4982,0.05,0.375,0.0767,240,40,10,Male,18-24,$10400??14300,Graduate degree,1,No,High,Very often,Yes,Yes,Yes,Arts/Humanities,New Territories West,1,21,12350,4,1,0,3,4,1,1,1,5,4,Scenario_4.1
680,208589,22.329124,114.0325648,212229,22.2847277,114.2130716,19.214367460903304,24398,34,53,"[208589, 212229]",[19.21],1280.9578307268869,175.66,0.05,SAV,0.2648,0.3879,0.1512,0.1961,240,40,10,Female,45-54,$48500 or more,Bachelor's degree,4,Yes,Medium,Sometimes,Yes,Yes,No,Arts/Humanities,Sha Tin,0,49,60000,3,4,1,2,2,1,1,0,5,7,Scenario_4.1
681,207763,22.3084117,114.1712781,210736,22.306552,114.1862201,1.5509773438020094,33738,54,54,"[207763, 210736]",[1.55],103.39848958680062,15.12,0.05,SAV,0.2922,0.1646,0.2044,0.3388,240,40,10,Female,18-24,$31100??48500,Some college/Associate,4,Yes,High,Sometimes,Yes,No,Yes,Arts/Humanities,Kowloon,0,21,39800,2,4,1,3,2,1,0,1,5,2,Scenario_4.1
682,214119,22.4157175,113.98252,219314,22.4757362,114.0534246,9.881229022774273,33043,26,37,"[214119, 219314]",[9.88],658.7486015182848,94.49,0.05,SAV,0.4899,0.2343,0.1484,0.1274,50,35,3,Female,18-24,$48500 or more,High school or below,3,Yes,High,Sometimes,Yes,No,Yes,Arts/Humanities,Islands,0,21,60000,1,3,1,3,2,1,0,1,5,5,Scenario_4.2
683,208185,22.40825,113.9694796,210140,22.4297348,114.3230073,36.41782167046145,35277,26,76,"[208185, 210140]",[36.42],2427.8547780307636,310.89,0.05,SAV,0.4693,0.2655,0.1916,0.0736,40,16,5,Male,18-24,$48500 or more,Bachelor's degree,3,Yes,High,Rarely,Yes,No,Yes,Engineering/Architecture,Islands,1,21,60000,3,3,1,3,1,1,0,1,1,5,Scenario_4.4
684,205454,22.2951679,114.234259,218219,22.4955468,114.1309592,15.56268049881438,35989,63,47,"[205454, 218219]",[15.56],1037.512033254292,120.5,0.05,SAV,0.3705,0.1748,0.3003,0.1543,20,7,3,Male,35-44,$19800??31100,High school or below,1,Yes,Low,Very often,Yes,Yes,Yes,Other,Kowloon,1,39,25450,1,1,1,1,4,1,1,1,6,2,Scenario_4.3
685,207054,22.5098904,114.2342993,216632,22.3224077,114.2689456,13.933281428316544,25277,68,64,"[207054, 216632]",[13.93],928.8854285544363,101.99,0.05,SAV,0.2691,0.1562,0.4845,0.0903,20,7,3,Male,55-64,$19800??31100,Graduate degree,2,Yes,Medium,Very often,No,No,Yes,Business/Finance,Hong Kong Island,1,59,25450,4,2,1,2,4,0,0,1,2,1,Scenario_4.3
686,212464,22.5097466,114.2343036,215862,22.3870617,114.1917877,14.324573240299316,34498,68,55,"[212464, 215862]",[14.32],954.9715493532877,109.01,0.05,SAV,0.2482,0.1306,0.3707,0.2505,240,40,10,Male,25-34,$19800??31100,Some college/Associate,3,Yes,High,Often,Yes,No,Yes,Science/Technology,Hong Kong Island,1,29,25450,2,3,1,3,3,1,0,1,4,1,Scenario_4.1
687,210476,22.3707103,114.1214296,221357,22.273736,114.1559493,11.352628040656665,34906,45,53,"[210476, 221357]",[11.35],756.8418694,81.64,0.05,SAV,0.3772,0.058,0.2364,0.3284,240,40,10,Female,18-24,$10400??14300,Bachelor's degree,3,Yes,Medium,Sometimes,No,Yes,Yes,Engineering/Architecture,Hong Kong Island,0,21,12350,3,3,1,2,2,0,1,1,1,1,Scenario_4.1
688,211109,22.3303281,114.1798788,213538,22.4514675,114.1650439,13.556159739428857,23966,54,57,"[211109, 213538]",[13.56],903.7439826285904,102.4,0.05,SAV,0.2446,0.122,0.1924,0.4411,240,40,10,Female,25-34,$14300??19800,Bachelor's degree,4,Yes,High,Sometimes,Yes,Yes,Yes,Other,New Territories East,0,29,17050,3,4,1,3,2,1,1,1,6,3,Scenario_4.1
689,212088,22.2473658,114.1585907,218682,22.3394947,114.1980178,11.018136854983432,27959,52,54,"[212088, 218682]",[11.02],734.5424569988954,84.22,0.05,SAV,0.4706,0.1741,0.2547,0.1006,50,35,3,Female,35-44,$31100??48500,Bachelor's degree,4,Yes,High,Very often,Yes,No,Yes,Engineering/Architecture,New Territories West,0,39,39800,3,4,1,3,4,1,0,1,1,4,Scenario_4.2
690,210118,22.3517196,114.1095501,218672,22.2867896,114.1354285,5.749712249912429,33378,45,43,"[210118, 218672]",[5.75],383.31414999416194,47.42,0.05,SAV,0.3391,0.1263,0.2255,0.3091,20,7,3,Female,25-34,$14300??19800,High school or below,4,Yes,Low,Very often,Yes,Yes,Yes,Business/Finance,Kowloon,0,29,17050,1,4,1,1,4,1,1,1,2,2,Scenario_4.3
691,208566,22.4734394,114.0492642,221426,22.4529538,113.9694304,4.484325148210848,29196,37,27,"[208566, 221426]",[4.48],298.9550098807232,39.08,0.05,SAV,0.4128,0.1978,0.2548,0.1346,20,7,3,Female,45-54,$14300??19800,Graduate degree,2,Yes,High,Sometimes,Yes,Yes,Yes,Other,Hong Kong Island,0,49,17050,4,2,1,3,2,1,1,1,6,1,Scenario_4.3
692,215127,22.425671,114.0850176,222352,22.3272241,114.2241266,13.34013943928076,27853,46,64,"[215127, 222352]",[13.34],889.3426293,102.25,0.05,SAV,0.5754,0.1128,0.265,0.0468,20,7,3,Female,25-34,$19800??31100,Graduate degree,3,No,High,Often,Yes,Yes,No,Business/Finance,Sha Tin,0,29,25450,4,3,0,3,3,1,1,0,2,7,Scenario_4.3
693,214508,22.2820151,114.1606918,221027,22.3127354,114.1605996,3.4159546750424186,33102,53,54,"[214508, 221027]",[3.42],227.7303116694946,27.91,0.05,SAV,0.2746,0.0787,0.3669,0.2798,50,35,3,Female,18-24,$10400??14300,Bachelor's degree,4,No,Medium,Rarely,No,No,Yes,Engineering/Architecture,Sha Tin,0,21,12350,3,4,0,2,1,0,0,1,1,7,Scenario_4.2
694,213263,22.3757942,114.192498,216295,22.3634574,114.1169073,7.892908529031099,31648,55,45,"[213263, 216295]",[7.89],526.1939019354066,61.26,0.05,SAV,0.3899,0.1387,0.2844,0.187,50,35,3,Female,25-34,$14300??19800,High school or below,2,Yes,High,Never,Yes,No,Yes,Business/Finance,Kowloon,0,29,17050,1,2,1,3,0,1,0,1,2,2,Scenario_4.2
695,216279,22.4111325,114.2097057,222605,22.4595277,114.0536992,16.91307387,24773,56,37,"[216279, 222605]",[16.91],1127.5382579291934,128.99,0.05,SAV,0.2775,0.1196,0.2468,0.3561,240,40,10,Female,18-24,$19800??31100,Bachelor's degree,3,Yes,Low,Sometimes,Yes,No,Yes,Science/Technology,Kowloon,0,21,25450,3,3,1,1,2,1,0,1,4,2,Scenario_4.1
696,212817,22.4370388,114.0344266,221943,22.4460691,114.0280179,1.2008669883260545,33934,36,36,"[212817, 221943]",[1.20],80.05779922173697,13.03,0.05,SAV,0.4511,0.1784,0.2064,0.1641,40,16,5,Female,35-44,$14300??19800,Some college/Associate,1,Yes,Medium,Never,Yes,Yes,Yes,Science/Technology,Kowloon,0,39,17050,2,1,1,2,0,1,1,1,4,2,Scenario_4.4
697,212824,22.2823462,114.1260964,215668,22.3732571,114.112213,10.209197020670329,29609,43,45,"[212824, 215668]",[10.21],680.6131347113553,80.2,0.05,SAV,0.0581,0.2017,0.3237,0.4165,240,40,10,Male,65 and above,$14300??19800,High school or below,3,Yes,Medium,Never,Yes,No,Yes,Social Sciences,Kowloon,1,68,17050,1,3,1,2,0,1,0,1,3,2,Scenario_4.1
698,215980,22.3751692,114.0051462,215518,22.3632971,114.1170643,11.583733765671562,30841,25,45,"[215980, 215518]",[11.58],772.2489177114375,87.91,0.05,SAV,0.3751,0.1474,0.2702,0.2073,20,7,3,Female,18-24,$14300??19800,Bachelor's degree,3,Yes,Medium,Rarely,Yes,No,Yes,Business/Finance,Tuen Mun,0,21,17050,3,3,1,2,1,1,0,1,2,8,Scenario_4.3
699,216582,22.5155946,114.1337877,215218,22.431034,114.2397647,14.386987958222276,26988,48,66,"[216582, 215218]",[14.39],959.1325305481517,86.81,0.05,SAV,0.3261,0.0913,0.3266,0.256,240,40,10,Female,25-34,Less than $10400,Some college/Associate,1,Yes,Medium,Never,Yes,No,Yes,Business/Finance,Sha Tin,0,29,5200,2,1,1,2,0,1,0,1,2,7,Scenario_4.1
700,218060,22.3808674,114.1943633,220182,22.2857079,114.1403466,14.249692126031032,30310,55,43,"[218060, 220182]",[14.25],949.9794750687355,110.38,0.05,SAV,0.5464,0.1507,0.2617,0.0412,20,7,3,Female,45-54,$14300??19800,Graduate degree,1,Yes,High,Rarely,Yes,Yes,No,Engineering/Architecture,Kowloon,0,49,17050,4,1,1,3,1,1,1,0,1,2,Scenario_4.3
701,215654,22.3305147,114.22194,217217,22.4897179,114.0667637,41.08737730770658,26669,64,37,"[215654, 217217]",[41.09],2739.158487180439,286.53,0.05,SAV,0.2272,0.1466,0.2758,0.3504,50,35,3,Female,25-34,$10400??14300,Graduate degree,4,Yes,Low,Sometimes,Yes,No,Yes,Science/Technology,Sai Kung,0,29,12350,4,4,1,1,2,1,0,1,4,6,Scenario_4.2
702,215099,22.3166225,114.2710934,220948,22.3451393,114.0907882,18.814578322088575,21780,64,44,"[215099, 220948]",[18.81],1254.3052214725717,142.48,0.05,SAV,0.429,0.096,0.3894,0.0857,20,7,3,Female,25-34,$10400??14300,Graduate degree,1,No,Low,Rarely,Yes,No,Yes,Business/Finance,New Territories East,0,29,12350,4,1,0,1,1,1,0,1,2,3,Scenario_4.3
703,216416,22.329258,114.1131173,217573,22.3798169,114.2078717,7.563600450824849,22258,44,55,"[216416, 217573]",[7.56],504.2400300549899,58.36,0.05,SAV,0.4184,0.1954,0.2149,0.1713,40,16,5,Female,18-24,$19800??31100,Graduate degree,3,Yes,High,Never,Yes,No,Yes,Science/Technology,Sai Kung,0,21,25450,4,3,1,3,0,1,0,1,4,6,Scenario_4.4
704,210874,22.4176193,114.211835,224935,22.3979352,114.1943432,2.8326725297842903,31988,56,55,"[210874, 224935]",[2.83],188.8448353189527,24.07,0.05,SAV,0.4555,0.1245,0.2403,0.1797,240,40,10,Female,18-24,$31100??48500,Bachelor's degree,4,Yes,High,Often,Yes,No,Yes,Engineering/Architecture,Hong Kong Island,0,21,39800,3,4,1,3,3,1,0,1,1,1,Scenario_4.1
705,212422,22.3712975,113.9949012,219106,22.2868158,114.1912983,22.278253348505434,29633,25,53,"[212422, 219106]",[22.28],1485.2168899003623,161.32,0.05,SAV,0.4435,0.128,0.2797,0.1487,20,7,3,Female,25-34,$19800??31100,Some college/Associate,1,Yes,Medium,Never,No,No,Yes,Business/Finance,Kowloon,0,29,25450,2,1,1,2,0,0,0,1,2,2,Scenario_4.3
706,215153,22.4337036,114.1175027,220189,22.3197496,114.2117736,15.953481623208084,27024,46,54,"[215153, 220189]",[15.95],1063.5654415472056,119.54,0.05,SAV,0.3473,0.1418,0.4197,0.0912,20,7,3,Male,18-24,$14300??19800,Bachelor's degree,3,Yes,High,Sometimes,Yes,No,No,Engineering/Architecture,Kowloon,1,21,17050,3,3,1,3,2,1,0,0,1,2,Scenario_4.3
707,219297,22.4421226,114.1322409,222497,22.4470399,114.128219,0.6854308002878905,35087,46,46,"[219297, 222497]",[0.69],45.69538668585937,10.2,0.05,SAV,0.3622,0.169,0.245,0.2237,240,40,10,Female,45-54,$19800??31100,Bachelor's degree,2,Yes,Medium,Rarely,Yes,Yes,Yes,Business/Finance,New Territories West,0,49,25450,3,2,1,2,1,1,1,1,2,4,Scenario_4.1
708,213544,22.4970637,114.101197,225795,22.4163678,114.0739384,9.400044229920125,27756,47,36,"[213544, 225795]",[9.40],626.6696153280084,68.43,0.05,SAV,0.3272,0.1789,0.3293,0.1646,50,35,3,Male,45-54,$19800??31100,Bachelor's degree,2,Yes,High,Never,No,Yes,Yes,Engineering/Architecture,New Territories West,1,49,25450,3,2,1,3,0,0,1,1,1,4,Scenario_4.2
709,213359,22.3757058,114.1369044,226431,22.3678432,114.0084229,20.53649531463646,24375,45,25,"[213359, 226431]",[20.54],1369.0996876424308,148.21,0.05,SAV,0.2384,0.119,0.4651,0.1775,50,35,3,Male,18-24,$19800??31100,High school or below,3,No,Medium,Rarely,No,No,No,Business/Finance,Sha Tin,1,21,25450,1,3,0,2,1,0,0,0,2,7,Scenario_4.2
710,223372,22.4430377,114.0244392,222094,22.3225069,114.2596532,46.61103875581138,24217,36,64,"[223372, 222094]",[46.61],3107.4025837207587,319.01,0.05,SAV,0.314,0.1626,0.328,0.1954,240,40,10,Female,35-44,$31100??48500,High school or below,2,No,Medium,Rarely,Yes,No,Yes,Social Sciences,Hong Kong Island,0,39,39800,1,2,0,2,1,1,0,1,3,1,Scenario_4.1
711,220522,22.2900722,114.213169,228532,22.276751,114.1794842,3.769120312830987,26767,53,53,"[220522, 228532]",[3.77],251.27468752206582,23.94,0.05,SAV,0.3887,0.0468,0.4522,0.1123,50,35,3,Female,25-34,Less than $10400,Graduate degree,3,No,Medium,Very often,No,No,Yes,Engineering/Architecture,New Territories East,0,29,5200,4,3,0,2,4,0,0,1,1,3,Scenario_4.2
712,215861,22.3842616,114.2171549,222700,22.3164894,114.257394,8.597398691216318,28375,55,64,"[215861, 222700]",[8.60],573.1599127477546,50.98,0.05,SAV,0.2703,0.0812,0.4035,0.245,50,35,3,Male,25-34,Less than $10400,High school or below,1,No,Medium,Never,No,Yes,Yes,Science/Technology,Sha Tin,1,29,5200,1,1,0,2,0,0,1,1,4,7,Scenario_4.2
713,217097,22.4543132,114.0089072,229462,22.5038197,114.1473184,15.249493050309065,26437,27,48,"[217097, 229462]",[15.25],1016.6328700206044,141.84,0.05,SAV,0.427,0.2452,0.1746,0.1532,240,40,10,Female,25-34,$48500 or more,Bachelor's degree,2,Yes,Medium,Never,Yes,No,Yes,Social Sciences,New Territories West,0,29,60000,3,2,1,2,0,1,0,1,3,4,Scenario_4.1
714,217537,22.3073216,114.1672825,224616,22.3155019,114.2100905,4.49663005,33861,54,54,"[217537, 224616]",[4.50],299.7753366,37.3,0.05,SAV,0.2942,0.0813,0.2944,0.33,50,35,3,Female,25-34,$14300??19800,Some college/Associate,5+,No,Medium,Often,No,Yes,Yes,Engineering/Architecture,New Territories East,0,29,17050,2,5,0,2,3,0,1,1,1,3,Scenario_4.2
715,220617,22.4718821,114.2279628,226191,22.3497738,114.2344507,9.370536831514318,28800,67,64,"[220617, 226191]",[9.37],624.7024554342879,71.16,0.05,SAV,0.4111,0.1982,0.2545,0.1362,40,16,5,Male,18-24,$31100??48500,Bachelor's degree,2,No,Low,Never,Yes,Yes,Yes,Social Sciences,Hong Kong Island,1,21,39800,3,2,0,1,0,1,1,1,3,1,Scenario_4.4
716,217282,22.2786178,114.1905879,222642,22.4558117,114.2137871,25.945082772960095,34220,53,57,"[217282, 222642]",[25.95],1729.6721848640066,157.45,0.05,SAV,0.1536,0.0987,0.1456,0.6021,50,35,3,Female,Under 18,Less than $10400,Some college/Associate,5+,Yes,Medium,Never,Yes,Yes,Yes,Science/Technology,Hong Kong Island,0,16,5200,2,5,1,2,0,1,1,1,4,1,Scenario_4.2
717,217720,22.341941,114.1677996,227005,22.2774042,114.1856939,7.408504186642395,29775,54,53,"[217720, 227005]",[7.41],493.90027910949294,46.92,0.05,SAV,0.1218,0.1817,0.3177,0.3788,50,35,3,Female,55-64,Less than $10400,Some college/Associate,3,Yes,Low,Rarely,Yes,No,Yes,Science/Technology,Hong Kong Island,0,59,5200,2,3,1,1,1,1,0,1,4,1,Scenario_4.2
718,222271,22.4462779,113.9997146,227684,22.4389938,113.9955312,0.9169934043179658,34966,26,26,"[222271, 227684]",[0.92],61.132893621197724,9.99,0.05,SAV,0.3708,0.2455,0.2482,0.1355,50,35,3,Female,45-54,$31100??48500,Graduate degree,3,No,Medium,Rarely,Yes,Yes,Yes,Science/Technology,Kowloon,0,49,39800,4,3,0,2,1,1,1,1,4,2,Scenario_4.2
719,225908,22.3836634,113.9792475,227347,22.3473309,114.0605557,9.285848110930829,26883,25,34,"[225908, 227347]",[9.29],619.0565407287219,57.96,0.05,SAV,0.1347,0.1876,0.3124,0.3653,50,35,3,Female,55-64,Less than $10400,High school or below,3,Yes,Medium,Rarely,Yes,No,Yes,Science/Technology,Sha Tin,0,59,5200,1,3,1,2,1,1,0,1,4,7,Scenario_4.2
720,227329,22.3027028,114.2368001,233007,22.2766349,114.1932807,5.333893073,21762,64,53,"[227329, 233007]",[5.33],355.59287152483734,35.49,0.05,SAV,0.2118,0.1299,0.3406,0.3177,50,35,3,Male,35-44,Less than $10400,High school or below,4,Yes,High,Sometimes,Yes,Yes,Yes,Engineering/Architecture,Kowloon,1,39,5200,1,4,1,3,2,1,1,1,1,2,Scenario_4.2
721,225919,22.3816352,114.202437,228963,22.4909901,114.1338335,10.579871300819905,30707,55,47,"[225919, 228963]",[10.58],705.3247533879936,79.88,0.05,SAV,0.4533,0.1779,0.2143,0.1544,20,7,3,Female,25-34,$31100??48500,Bachelor's degree,5+,Yes,High,Very often,No,Yes,No,Social Sciences,Hong Kong Island,0,29,39800,3,5,1,3,4,0,1,0,3,1,Scenario_4.3
722,223516,22.5343826,114.1297496,230508,22.4637649,113.9874779,13.337817628742703,23284,48,27,"[223516, 230508]",[13.34],889.1878419161802,97.36,0.05,SAV,0.3998,0.1518,0.1869,0.2616,40,16,5,Female,25-34,$19800??31100,Bachelor's degree,3,Yes,Medium,Never,No,Yes,Yes,Business/Finance,Kowloon,0,29,25450,3,3,1,2,0,0,1,1,2,2,Scenario_4.4
723,223666,22.4723579,114.065037,227613,22.3856447,114.206766,9.800710467766404,30959,37,55,"[223666, 227613]",[9.80],653.3806978510936,75.76,0.05,SAV,0.5159,0.1737,0.1746,0.1358,40,16,5,Female,Under 18,$31100??48500,High school or below,1,Yes,Low,Never,Yes,No,Yes,Social Sciences,Hong Kong Island,0,16,39800,1,1,1,1,0,1,0,1,3,1,Scenario_4.4
724,225810,22.4413436,114.0079009,230697,22.2778307,114.1747606,25.000155947308507,24422,26,53,"[225810, 230697]",[25.00],1666.6770631539005,189.87,0.05,SAV,0.5768,0.1311,0.1909,0.1011,20,7,3,Female,25-34,$19800??31100,Some college/Associate,2,Yes,High,Rarely,Yes,Yes,Yes,Engineering/Architecture,Kowloon,0,29,25450,2,2,1,3,1,1,1,1,1,2,Scenario_4.3
